employee_id,q_work_life_balance,q_manager_effectiveness,q_career_growth,overall_satisfaction,satisfaction_category,open_comment
EMP0452,5.0,4.0,3.0,4.0,High,Supportive manager
EMP0453,4.0,2.0,4.0,3.0,Medium,Normal workplace
EMP0454,2.0,4.0,2.0,2.0,Low,Poor management
EMP0455,3.0,1.0,4.0,3.0,Medium,Work is okay
EMP0456,2.0,3.0,4.0,3.0,Medium,Average experience
EMP0457,1.0,3.0,2.0,2.0,Low,Low career growth
EMP0458,3.0,4.0,3.0,3.0,Medium,Average experience
EMP0459,1.0,4.0,5.0,2.0,Low,Need better leadership
EMP0460,3.0,2.0,4.0,2.0,Low,Need better leadership
EMP0461,2.0,3.0,3.0,2.0,Low,Poor management
EMP0462,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0463,3.0,4.0,3.0,3.0,Medium,Nothing special
EMP0464,5.0,,3.0,3.0,Medium,Average experience
EMP0465,2.0,3.0,1.0,2.0,Low,No work life balance
EMP0466,3.0,4.0,5.0,4.0,High,Happy with benefits
EMP0467,2.0,3.0,3.0,3.0,Medium,Work is okay
EMP0468,4.0,4.0,4.0,3.0,Medium,Average experience
EMP0469,2.0,5.0,3.0,3.0,Medium,Work is okay
EMP0470,3.0,2.0,2.0,2.0,Low,Need better leadership
EMP0471,2.0,2.0,3.0,3.0,Medium,Work is okay
EMP0472,5.0,5.0,1.0,5.0,High,Supportive manager
EMP0473,1.0,3.0,5.0,2.0,Low,No work life balance
EMP0474,3.0,3.0,2.0,2.0,Low,Low career growth
EMP0475,4.0,3.0,2.0,3.0,Medium,Work is okay
EMP0476,4.0,4.0,3.0,3.0,Medium,Normal workplace
EMP0477,4.0,5.0,5.0,5.0,High,Love my team
EMP0478,4.0,5.0,3.0,4.0,High,Love my team
EMP0479,1.0,5.0,2.0,3.0,Medium,Nothing special
EMP0480,3.0,2.0,5.0,2.0,Low,Low career growth
EMP0481,4.0,3.0,4.0,3.0,Medium,Could be better
EMP0482,3.0,1.0,4.0,2.0,Low,Need better leadership
EMP0483,4.0,3.0,4.0,3.0,Medium,Normal workplace
EMP0484,4.0,5.0,5.0,4.0,High,Excellent culture
EMP0485,3.0,4.0,5.0,4.0,High,Supportive manager
EMP0486,4.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0487,1.0,4.0,5.0,3.0,Medium,Average experience
EMP0488,2.0,3.0,4.0,3.0,Medium,Work is okay
EMP0489,4.0,4.0,4.0,3.0,Medium,Work is okay
EMP0490,4.0,5.0,1.0,4.0,High,Love my team
EMP0491,3.0,2.0,3.0,3.0,Medium,Nothing special
EMP0492,4.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0493,1.0,5.0,4.0,4.0,High,Happy with benefits
EMP0494,3.0,3.0,4.0,3.0,Medium,Work is okay
EMP0495,5.0,5.0,1.0,4.0,High,Supportive manager
EMP0496,2.0,5.0,3.0,4.0,High,Supportive manager
EMP0497,4.0,4.0,5.0,4.0,High,Supportive manager
EMP0498,2.0,4.0,3.0,3.0,Medium,Could be better
EMP0499,2.0,3.0,4.0,3.0,Medium,Normal workplace
EMP0500,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0501,3.0,4.0,4.0,2.0,Low,Poor management
EMP0502,3.0,4.0,3.0,2.0,Low,Too much workload
EMP0503,3.0,3.0,2.0,3.0,Medium,Work is okay
EMP0504,3.0,4.0,2.0,4.0,High,Happy with benefits
EMP0505,3.0,,4.0,4.0,High,Happy with benefits
EMP0506,3.0,4.0,3.0,3.0,Medium,Work is okay
EMP0507,2.0,5.0,3.0,4.0,High,Great place to work
EMP0508,3.0,4.0,3.0,4.0,High,Love my team
EMP0509,4.0,5.0,3.0,3.0,Medium,Work is okay
EMP0510,3.0,4.0,4.0,3.0,Medium,Could be better
EMP0511,3.0,3.0,3.0,3.0,Medium,Could be better
EMP0512,3.0,4.0,2.0,4.0,High,Love my team
EMP0513,2.0,3.0,4.0,4.0,High,Great place to work
EMP0514,4.0,3.0,3.0,3.0,Medium,Average experience
EMP0515,3.0,4.0,3.0,3.0,Medium,Could be better
EMP0516,2.0,4.0,5.0,4.0,High,Supportive manager
EMP0517,1.0,3.0,3.0,3.0,Medium,Normal workplace
EMP0518,4.0,5.0,4.0,4.0,High,Great place to work
EMP0519,2.0,4.0,2.0,2.0,Low,Low career growth
EMP0520,3.0,3.0,3.0,3.0,Medium,Nothing special
EMP0521,,2.0,4.0,4.0,High,Happy with benefits
EMP0522,2.0,4.0,1.0,2.0,Low,Poor management
EMP0523,3.0,3.0,3.0,3.0,Medium,Nothing special
EMP0524,5.0,4.0,3.0,5.0,High,Supportive manager
EMP0525,4.0,3.0,3.0,4.0,High,Supportive manager
EMP0526,4.0,2.0,4.0,3.0,Medium,Could be better
EMP0527,4.0,3.0,4.0,3.0,Medium,Could be better
EMP0528,3.0,3.0,5.0,4.0,High,Great place to work
EMP0529,2.0,4.0,2.0,2.0,Low,Too much workload
EMP0530,4.0,3.0,3.0,4.0,High,Supportive manager
EMP0531,2.0,5.0,3.0,3.0,Medium,Could be better
EMP0532,2.0,2.0,2.0,3.0,Medium,Could be better
EMP0533,3.0,5.0,4.0,4.0,High,Happy with benefits
EMP0534,4.0,4.0,5.0,5.0,High,Supportive manager
EMP0535,3.0,5.0,3.0,4.0,High,Great place to work
EMP0536,,4.0,4.0,4.0,High,Happy with benefits
EMP0537,,5.0,3.0,4.0,High,Love my team
EMP0538,3.0,3.0,2.0,4.0,High,Great place to work
EMP0539,2.0,3.0,1.0,3.0,Medium,Nothing special
EMP0540,,5.0,2.0,2.0,Low,Poor management
EMP0541,3.0,4.0,2.0,3.0,Medium,Nothing special
EMP0542,4.0,4.0,5.0,4.0,High,Happy with benefits
EMP0543,4.0,5.0,3.0,4.0,High,Happy with benefits
EMP0544,5.0,3.0,3.0,5.0,High,Happy with benefits
EMP0545,5.0,4.0,4.0,4.0,High,Excellent culture
EMP0546,2.0,3.0,2.0,1.0,Low,Low career growth
EMP0547,3.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0548,4.0,4.0,3.0,4.0,High,Happy with benefits
EMP0549,3.0,2.0,4.0,3.0,Medium,Nothing special
EMP0550,4.0,3.0,4.0,3.0,Medium,Normal workplace
EMP0551,5.0,5.0,3.0,5.0,High,Supportive manager
EMP0552,5.0,5.0,3.0,5.0,High,Love my team
EMP0553,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0554,4.0,4.0,3.0,4.0,High,Supportive manager
EMP0555,2.0,4.0,2.0,3.0,Medium,Work is okay
EMP0556,4.0,5.0,3.0,4.0,High,Love my team
EMP0557,2.0,4.0,2.0,2.0,Low,No work life balance
EMP0558,3.0,4.0,3.0,4.0,High,Happy with benefits
EMP0559,2.0,5.0,3.0,4.0,High,Supportive manager
EMP0560,3.0,3.0,5.0,4.0,High,Love my team
EMP0561,3.0,5.0,3.0,4.0,High,Excellent culture
EMP0562,1.0,2.0,2.0,1.0,Low,Low career growth
EMP0563,3.0,5.0,3.0,4.0,High,Great place to work
EMP0564,2.0,3.0,4.0,2.0,Low,No work life balance
EMP0565,3.0,4.0,5.0,4.0,High,Love my team
EMP0566,3.0,2.0,2.0,2.0,Low,No work life balance
EMP0567,3.0,3.0,1.0,2.0,Low,No work life balance
EMP0568,5.0,3.0,4.0,4.0,High,Excellent culture
EMP0569,3.0,3.0,2.0,1.0,Low,Need better leadership
EMP0570,1.0,4.0,3.0,2.0,Low,Too much workload
EMP0571,4.0,5.0,3.0,4.0,High,Love my team
EMP0572,3.0,4.0,3.0,3.0,Medium,Could be better
EMP0573,2.0,4.0,4.0,3.0,Medium,Could be better
EMP0574,4.0,3.0,2.0,2.0,Low,Low career growth
EMP0575,2.0,3.0,3.0,2.0,Low,Poor management
EMP0576,5.0,5.0,3.0,5.0,High,Love my team
EMP0577,3.0,3.0,3.0,3.0,Medium,Average experience
EMP0578,3.0,5.0,3.0,4.0,High,Supportive manager
EMP0579,,4.0,4.0,4.0,High,Supportive manager
EMP0580,5.0,4.0,4.0,5.0,High,Excellent culture
EMP0581,2.0,5.0,4.0,3.0,Medium,Normal workplace
EMP0582,5.0,5.0,4.0,5.0,High,Supportive manager
EMP0583,4.0,4.0,1.0,3.0,Medium,Nothing special
EMP0584,2.0,3.0,3.0,3.0,Medium,Average experience
EMP0585,4.0,4.0,4.0,5.0,High,Love my team
EMP0586,,4.0,4.0,4.0,High,Supportive manager
EMP0587,2.0,5.0,2.0,4.0,High,Supportive manager
EMP0588,4.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0589,1.0,4.0,3.0,3.0,Medium,Average experience
EMP0590,3.0,5.0,4.0,4.0,High,Happy with benefits
EMP0591,1.0,4.0,4.0,4.0,High,Supportive manager
EMP0592,3.0,4.0,3.0,3.0,Medium,Nothing special
EMP0593,1.0,2.0,4.0,2.0,Low,Too much workload
EMP0594,3.0,1.0,3.0,3.0,Medium,Work is okay
EMP0595,3.0,4.0,3.0,3.0,Medium,Work is okay
EMP0596,3.0,4.0,3.0,4.0,High,Supportive manager
EMP0597,3.0,3.0,4.0,4.0,High,Supportive manager
EMP0598,3.0,4.0,4.0,4.0,High,Happy with benefits
EMP0599,2.0,,5.0,3.0,Medium,Normal workplace
EMP0600,2.0,5.0,2.0,4.0,High,Happy with benefits
EMP0601,5.0,4.0,4.0,4.0,High,Love my team
EMP0602,,3.0,3.0,3.0,Medium,Nothing special
EMP0603,3.0,5.0,2.0,4.0,High,Love my team
EMP0604,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0605,3.0,4.0,3.0,3.0,Medium,Nothing special
EMP0606,4.0,3.0,5.0,4.0,High,Supportive manager
EMP0607,2.0,3.0,3.0,2.0,Low,Too much workload
EMP0608,2.0,4.0,2.0,3.0,Medium,Nothing special
EMP0609,3.0,4.0,4.0,4.0,High,Excellent culture
EMP0610,4.0,4.0,1.0,3.0,Medium,Nothing special
EMP0611,4.0,4.0,3.0,3.0,Medium,Could be better
EMP0612,3.0,2.0,3.0,3.0,Medium,Nothing special
EMP0613,2.0,3.0,4.0,3.0,Medium,Could be better
EMP0614,4.0,5.0,4.0,5.0,High,Happy with benefits
EMP0615,3.0,4.0,3.0,3.0,Medium,Normal workplace
EMP0616,4.0,4.0,3.0,3.0,Medium,Average experience
EMP0617,3.0,5.0,2.0,4.0,High,Supportive manager
EMP0618,1.0,3.0,2.0,2.0,Low,Need better leadership
EMP0619,3.0,2.0,4.0,2.0,Low,Need better leadership
EMP0620,4.0,4.0,2.0,4.0,High,Great place to work
EMP0621,2.0,3.0,3.0,2.0,Low,Too much workload
EMP0622,5.0,3.0,2.0,3.0,Medium,Nothing special
EMP0623,2.0,4.0,4.0,4.0,High,Love my team
EMP0624,3.0,4.0,5.0,4.0,High,Supportive manager
EMP0625,2.0,,2.0,2.0,Low,Poor management
EMP0626,4.0,4.0,1.0,3.0,Medium,Average experience
EMP0627,,,3.0,5.0,High,Excellent culture
EMP0628,4.0,3.0,3.0,3.0,Medium,Nothing special
EMP0629,4.0,4.0,3.0,4.0,High,Excellent culture
EMP0630,3.0,3.0,3.0,3.0,Medium,Could be better
EMP0631,2.0,3.0,3.0,3.0,Medium,Nothing special
EMP0632,,,4.0,3.0,Medium,Work is okay
EMP0633,3.0,3.0,4.0,2.0,Low,No work life balance
EMP0634,5.0,4.0,1.0,3.0,Medium,Nothing special
EMP0635,2.0,5.0,3.0,3.0,Medium,Work is okay
EMP0636,4.0,3.0,3.0,3.0,Medium,Nothing special
EMP0637,4.0,3.0,2.0,3.0,Medium,Work is okay
EMP0638,1.0,4.0,5.0,3.0,Medium,Average experience
EMP0639,3.0,4.0,2.0,4.0,High,Supportive manager
EMP0640,2.0,,3.0,2.0,Low,Too much workload
EMP0641,3.0,,4.0,5.0,High,Happy with benefits
EMP0642,1.0,,2.0,2.0,Low,Too much workload
EMP0643,2.0,1.0,1.0,1.0,Low,No work life balance
EMP0644,3.0,3.0,3.0,4.0,High,Love my team
EMP0645,3.0,5.0,4.0,5.0,High,Great place to work
EMP0646,2.0,2.0,3.0,1.0,Low,Too much workload
EMP0647,3.0,1.0,2.0,2.0,Low,Too much workload
EMP0648,4.0,4.0,4.0,3.0,Medium,Could be better
EMP0649,4.0,4.0,3.0,4.0,High,Love my team
EMP0650,4.0,3.0,3.0,4.0,High,Great place to work
EMP0651,1.0,3.0,3.0,2.0,Low,Need better leadership
EMP0652,5.0,3.0,4.0,4.0,High,Love my team
EMP0653,3.0,4.0,5.0,3.0,Medium,Could be better
EMP0654,3.0,3.0,4.0,3.0,Medium,Could be better
EMP0655,3.0,4.0,5.0,5.0,High,Supportive manager
EMP0656,4.0,1.0,3.0,2.0,Low,Too much workload
EMP0657,2.0,3.0,2.0,3.0,Medium,Normal workplace
EMP0658,1.0,3.0,3.0,1.0,Low,Poor management
EMP0659,5.0,4.0,3.0,4.0,High,Supportive manager
EMP0660,2.0,3.0,2.0,2.0,Low,No work life balance
EMP0661,2.0,5.0,3.0,3.0,Medium,Work is okay
EMP0662,5.0,2.0,4.0,3.0,Medium,Could be better
EMP0663,4.0,4.0,4.0,4.0,High,Happy with benefits
EMP0664,3.0,4.0,4.0,4.0,High,Happy with benefits
EMP0665,3.0,5.0,4.0,3.0,Medium,Average experience
EMP0666,4.0,3.0,3.0,3.0,Medium,Could be better
EMP0667,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0668,2.0,2.0,2.0,1.0,Low,Too much workload
EMP0669,1.0,1.0,5.0,3.0,Medium,Normal workplace
EMP0670,3.0,,3.0,3.0,Medium,Average experience
EMP0671,3.0,4.0,3.0,3.0,Medium,Work is okay
EMP0672,4.0,5.0,2.0,4.0,High,Happy with benefits
EMP0673,2.0,2.0,5.0,3.0,Medium,Nothing special
EMP0674,3.0,4.0,2.0,3.0,Medium,Nothing special
EMP0675,3.0,5.0,3.0,3.0,Medium,Could be better
EMP0676,5.0,4.0,4.0,5.0,High,Great place to work
EMP0677,1.0,4.0,4.0,3.0,Medium,Normal workplace
EMP0678,4.0,4.0,4.0,4.0,High,Love my team
EMP0679,,2.0,5.0,3.0,Medium,Average experience
EMP0680,1.0,5.0,4.0,3.0,Medium,Work is okay
EMP0681,2.0,3.0,2.0,3.0,Medium,Normal workplace
EMP0682,1.0,4.0,3.0,2.0,Low,Too much workload
EMP0683,2.0,2.0,4.0,3.0,Medium,Normal workplace
EMP0684,4.0,3.0,5.0,3.0,Medium,Average experience
EMP0685,5.0,5.0,2.0,5.0,High,Excellent culture
EMP0686,2.0,3.0,5.0,3.0,Medium,Normal workplace
EMP0687,4.0,5.0,3.0,4.0,High,Supportive manager
EMP0688,,4.0,4.0,4.0,High,Excellent culture
EMP0689,4.0,2.0,3.0,3.0,Medium,Average experience
EMP0690,1.0,5.0,2.0,3.0,Medium,Normal workplace
EMP0691,1.0,3.0,4.0,1.0,Low,No work life balance
EMP0692,5.0,4.0,4.0,4.0,High,Great place to work
EMP0693,3.0,4.0,4.0,3.0,Medium,Nothing special
EMP0694,1.0,2.0,3.0,1.0,Low,Low career growth
EMP0695,3.0,4.0,2.0,3.0,Medium,Average experience
EMP0696,3.0,5.0,1.0,4.0,High,Supportive manager
EMP0697,2.0,4.0,4.0,4.0,High,Excellent culture
EMP0698,2.0,4.0,4.0,3.0,Medium,Nothing special
EMP0699,5.0,5.0,2.0,4.0,High,Love my team
EMP0700,4.0,4.0,3.0,4.0,High,Supportive manager
EMP0701,4.0,4.0,3.0,4.0,High,Love my team
EMP0702,2.0,3.0,1.0,3.0,Medium,Normal workplace
EMP0703,2.0,4.0,2.0,3.0,Medium,Work is okay
EMP0704,2.0,5.0,2.0,3.0,Medium,Normal workplace
EMP0705,3.0,,3.0,3.0,Medium,Normal workplace
EMP0706,3.0,5.0,2.0,3.0,Medium,Nothing special
EMP0707,2.0,4.0,1.0,2.0,Low,Low career growth
EMP0708,5.0,3.0,5.0,4.0,High,Supportive manager
EMP0709,3.0,5.0,5.0,4.0,High,Happy with benefits
EMP0710,4.0,4.0,2.0,4.0,High,Excellent culture
EMP0711,3.0,5.0,4.0,4.0,High,Excellent culture
EMP0712,5.0,4.0,4.0,4.0,High,Love my team
EMP0713,4.0,4.0,5.0,4.0,High,Great place to work
EMP0714,5.0,4.0,2.0,4.0,High,Excellent culture
EMP0715,2.0,4.0,5.0,3.0,Medium,Nothing special
EMP0716,3.0,2.0,3.0,2.0,Low,Poor management
EMP0717,4.0,3.0,2.0,3.0,Medium,Nothing special
EMP0718,4.0,5.0,4.0,5.0,High,Happy with benefits
EMP0719,1.0,4.0,5.0,3.0,Medium,Normal workplace
EMP0720,3.0,3.0,5.0,3.0,Medium,Nothing special
EMP0721,4.0,2.0,2.0,3.0,Medium,Work is okay
EMP0722,1.0,3.0,4.0,3.0,Medium,Average experience
EMP0723,1.0,2.0,3.0,1.0,Low,Low career growth
EMP0724,5.0,4.0,4.0,5.0,High,Excellent culture
EMP0725,5.0,3.0,1.0,4.0,High,Love my team
EMP0726,4.0,3.0,2.0,3.0,Medium,Nothing special
EMP0727,2.0,4.0,2.0,2.0,Low,Poor management
EMP0728,4.0,4.0,3.0,4.0,High,Excellent culture
EMP0729,2.0,5.0,2.0,3.0,Medium,Work is okay
EMP0730,2.0,2.0,4.0,1.0,Low,No work life balance
EMP0731,4.0,5.0,4.0,4.0,High,Excellent culture
EMP0732,4.0,5.0,4.0,4.0,High,Happy with benefits
EMP0733,2.0,3.0,5.0,2.0,Low,No work life balance
EMP0734,5.0,4.0,4.0,4.0,High,Happy with benefits
EMP0735,4.0,3.0,2.0,3.0,Medium,Average experience
EMP0736,3.0,4.0,5.0,5.0,High,Happy with benefits
EMP0737,2.0,5.0,2.0,3.0,Medium,Could be better
EMP0738,3.0,4.0,4.0,4.0,High,Great place to work
EMP0739,5.0,4.0,5.0,5.0,High,Love my team
EMP0740,1.0,3.0,4.0,3.0,Medium,Nothing special
EMP0741,,2.0,1.0,3.0,Medium,Nothing special
EMP0742,2.0,4.0,2.0,2.0,Low,Need better leadership
EMP0743,2.0,5.0,5.0,4.0,High,Love my team
EMP0744,,2.0,3.0,3.0,Medium,Nothing special
EMP0745,2.0,3.0,3.0,3.0,Medium,Nothing special
EMP0746,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0747,2.0,3.0,4.0,3.0,Medium,Average experience
EMP0748,5.0,3.0,4.0,4.0,High,Great place to work
EMP0749,4.0,3.0,3.0,4.0,High,Excellent culture
EMP0750,3.0,2.0,3.0,3.0,Medium,Could be better
EMP0751,2.0,3.0,4.0,2.0,Low,Low career growth
EMP0752,2.0,5.0,4.0,3.0,Medium,Could be better
EMP0753,5.0,2.0,3.0,4.0,High,Excellent culture
EMP0754,2.0,2.0,4.0,2.0,Low,Need better leadership
EMP0755,2.0,3.0,3.0,2.0,Low,No work life balance
EMP0756,4.0,5.0,2.0,3.0,Medium,Nothing special
EMP0757,5.0,4.0,2.0,5.0,High,Happy with benefits
EMP0758,3.0,3.0,2.0,4.0,High,Happy with benefits
EMP0759,2.0,4.0,3.0,3.0,Medium,Work is okay
EMP0760,4.0,2.0,5.0,3.0,Medium,Nothing special
EMP0761,2.0,4.0,2.0,2.0,Low,Need better leadership
EMP0762,3.0,4.0,3.0,4.0,High,Excellent culture
EMP0763,3.0,3.0,2.0,3.0,Medium,Work is okay
EMP0764,4.0,5.0,3.0,5.0,High,Supportive manager
EMP0765,2.0,3.0,1.0,2.0,Low,No work life balance
EMP0766,3.0,5.0,3.0,5.0,High,Excellent culture
EMP0767,5.0,4.0,3.0,4.0,High,Excellent culture
EMP0768,5.0,3.0,4.0,3.0,Medium,Could be better
EMP0769,,4.0,3.0,4.0,High,Great place to work
EMP0770,3.0,4.0,2.0,2.0,Low,Poor management
EMP0771,2.0,5.0,5.0,3.0,Medium,Work is okay
EMP0772,4.0,3.0,3.0,3.0,Medium,Average experience
EMP0773,1.0,3.0,3.0,2.0,Low,Need better leadership
EMP0774,3.0,5.0,3.0,3.0,Medium,Could be better
EMP0775,3.0,3.0,3.0,3.0,Medium,Could be better
EMP0776,2.0,5.0,3.0,3.0,Medium,Could be better
EMP0777,3.0,5.0,4.0,4.0,High,Supportive manager
EMP0778,,3.0,1.0,3.0,Medium,Work is okay
EMP0779,4.0,4.0,3.0,3.0,Medium,Normal workplace
EMP0780,,3.0,3.0,2.0,Low,Need better leadership
EMP0781,5.0,5.0,4.0,5.0,High,Happy with benefits
EMP0782,4.0,4.0,5.0,3.0,Medium,Work is okay
EMP0783,1.0,4.0,2.0,1.0,Low,Too much workload
EMP0784,4.0,3.0,3.0,4.0,High,Love my team
EMP0785,3.0,2.0,3.0,3.0,Medium,Work is okay
EMP0786,3.0,4.0,2.0,4.0,High,Love my team
EMP0787,4.0,2.0,3.0,3.0,Medium,Work is okay
EMP0788,5.0,3.0,4.0,4.0,High,Love my team
EMP0789,4.0,5.0,2.0,4.0,High,Excellent culture
EMP0790,3.0,4.0,4.0,4.0,High,Great place to work
EMP0791,1.0,5.0,1.0,3.0,Medium,Normal workplace
EMP0792,5.0,5.0,3.0,4.0,High,Love my team
EMP0793,3.0,3.0,3.0,3.0,Medium,Work is okay
EMP0794,5.0,4.0,5.0,5.0,High,Great place to work
EMP0795,1.0,4.0,3.0,3.0,Medium,Average experience
EMP0796,5.0,2.0,1.0,4.0,High,Happy with benefits
EMP0797,4.0,3.0,1.0,3.0,Medium,Work is okay
EMP0798,3.0,3.0,3.0,3.0,Medium,Could be better
EMP0799,3.0,2.0,4.0,3.0,Medium,Nothing special
EMP0800,3.0,4.0,4.0,2.0,Low,Too much workload
EMP0801,4.0,4.0,3.0,3.0,Medium,Average experience
EMP0802,4.0,,5.0,3.0,Medium,Normal workplace
EMP0803,3.0,4.0,3.0,4.0,High,Excellent culture
EMP0804,,5.0,4.0,4.0,High,Supportive manager
EMP0805,4.0,4.0,1.0,4.0,High,Supportive manager
EMP0806,1.0,3.0,2.0,2.0,Low,Low career growth
EMP0807,,,1.0,3.0,Medium,Work is okay
EMP0808,3.0,4.0,3.0,4.0,High,Love my team
EMP0809,2.0,4.0,3.0,3.0,Medium,Average experience
EMP0810,2.0,3.0,3.0,3.0,Medium,Work is okay
EMP0811,2.0,4.0,3.0,3.0,Medium,Nothing special
EMP0812,2.0,5.0,2.0,4.0,High,Great place to work
EMP0813,2.0,3.0,3.0,2.0,Low,Too much workload
EMP0814,5.0,5.0,1.0,5.0,High,Supportive manager
EMP0815,3.0,,5.0,3.0,Medium,Nothing special
EMP0816,4.0,4.0,3.0,3.0,Medium,Average experience
EMP0817,4.0,3.0,3.0,4.0,High,Happy with benefits
EMP0818,1.0,4.0,5.0,3.0,Medium,Average experience
EMP0819,2.0,2.0,2.0,2.0,Low,Poor management
EMP0820,2.0,3.0,2.0,3.0,Medium,Could be better
EMP0821,5.0,3.0,2.0,3.0,Medium,Normal workplace
EMP0822,,4.0,3.0,3.0,Medium,Work is okay
EMP0823,1.0,5.0,4.0,4.0,High,Great place to work
EMP0824,1.0,4.0,4.0,4.0,High,Love my team
EMP0825,3.0,1.0,5.0,3.0,Medium,Average experience
EMP0826,3.0,5.0,1.0,3.0,Medium,Normal workplace
EMP0827,3.0,4.0,4.0,4.0,High,Supportive manager
EMP0828,4.0,3.0,3.0,3.0,Medium,Normal workplace
EMP0829,5.0,4.0,2.0,4.0,High,Happy with benefits
EMP0830,5.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0831,1.0,3.0,2.0,3.0,Medium,Could be better
EMP0832,5.0,4.0,5.0,4.0,High,Happy with benefits
EMP0833,4.0,3.0,4.0,4.0,High,Supportive manager
EMP0834,3.0,3.0,3.0,3.0,Medium,Nothing special
EMP0835,3.0,3.0,5.0,4.0,High,Supportive manager
EMP0836,4.0,2.0,1.0,2.0,Low,No work life balance
EMP0837,4.0,4.0,2.0,3.0,Medium,Normal workplace
EMP0838,4.0,4.0,1.0,4.0,High,Supportive manager
EMP0839,2.0,4.0,2.0,2.0,Low,No work life balance
EMP0840,3.0,5.0,3.0,3.0,Medium,Normal workplace
EMP0841,2.0,4.0,3.0,2.0,Low,Need better leadership
EMP0842,3.0,3.0,3.0,2.0,Low,Too much workload
EMP0843,1.0,5.0,2.0,3.0,Medium,Normal workplace
EMP0844,2.0,2.0,4.0,1.0,Low,Too much workload
EMP0845,2.0,3.0,3.0,2.0,Low,Poor management
EMP0846,5.0,3.0,4.0,4.0,High,Love my team
EMP0847,,5.0,1.0,4.0,High,Excellent culture
EMP0848,3.0,5.0,4.0,5.0,High,Great place to work
EMP0849,4.0,4.0,2.0,5.0,High,Love my team
EMP0850,4.0,5.0,3.0,4.0,High,Love my team
EMP0851,2.0,3.0,4.0,3.0,Medium,Could be better
EMP0852,3.0,4.0,3.0,4.0,High,Happy with benefits
EMP0853,2.0,4.0,2.0,3.0,Medium,Average experience
EMP0854,1.0,5.0,3.0,2.0,Low,Poor management
EMP0855,2.0,4.0,1.0,3.0,Medium,Average experience
EMP0856,1.0,,5.0,3.0,Medium,Nothing special
EMP0857,4.0,4.0,3.0,4.0,High,Supportive manager
EMP0858,5.0,5.0,5.0,5.0,High,Happy with benefits
EMP0859,3.0,,3.0,3.0,Medium,Nothing special
EMP0860,2.0,4.0,3.0,2.0,Low,No work life balance
EMP0861,5.0,3.0,2.0,4.0,High,Great place to work
EMP0862,3.0,1.0,4.0,3.0,Medium,Could be better
EMP0863,3.0,4.0,2.0,3.0,Medium,Work is okay
EMP0864,3.0,4.0,4.0,4.0,High,Excellent culture
EMP0865,4.0,4.0,3.0,3.0,Medium,Nothing special
EMP0866,4.0,2.0,1.0,2.0,Low,Too much workload
EMP0867,3.0,3.0,3.0,3.0,Medium,Could be better
EMP0868,2.0,2.0,2.0,2.0,Low,No work life balance
EMP0869,3.0,5.0,3.0,4.0,High,Happy with benefits
EMP0870,3.0,3.0,2.0,4.0,High,Love my team
EMP0871,4.0,5.0,4.0,4.0,High,Supportive manager
EMP0872,3.0,5.0,3.0,5.0,High,Great place to work
EMP0873,2.0,3.0,3.0,3.0,Medium,Normal workplace
EMP0874,5.0,3.0,4.0,4.0,High,Love my team
EMP0875,2.0,4.0,4.0,3.0,Medium,Could be better
EMP0876,2.0,3.0,3.0,4.0,High,Excellent culture
EMP0877,4.0,4.0,2.0,3.0,Medium,Could be better
EMP0878,,3.0,1.0,3.0,Medium,Average experience
EMP0879,3.0,2.0,2.0,2.0,Low,Too much workload
EMP0880,1.0,2.0,2.0,2.0,Low,Poor management
EMP0881,,4.0,3.0,3.0,Medium,Work is okay
EMP0882,,3.0,3.0,3.0,Medium,Normal workplace
EMP0883,1.0,3.0,4.0,3.0,Medium,Normal workplace
EMP0884,4.0,4.0,2.0,4.0,High,Excellent culture
EMP0885,4.0,5.0,3.0,4.0,High,Supportive manager
EMP0886,3.0,4.0,5.0,3.0,Medium,Average experience
EMP0887,2.0,3.0,4.0,3.0,Medium,Nothing special
EMP0888,3.0,4.0,3.0,3.0,Medium,Work is okay
EMP0889,,2.0,2.0,3.0,Medium,Nothing special
EMP0890,1.0,,2.0,3.0,Medium,Work is okay
EMP0891,4.0,4.0,2.0,4.0,High,Happy with benefits
EMP0892,5.0,4.0,3.0,4.0,High,Happy with benefits
EMP0893,4.0,2.0,4.0,4.0,High,Supportive manager
EMP0894,2.0,3.0,3.0,3.0,Medium,Nothing special
EMP0895,3.0,3.0,2.0,2.0,Low,Too much workload
EMP0896,3.0,4.0,5.0,4.0,High,Happy with benefits
EMP0897,3.0,4.0,4.0,3.0,Medium,Average experience
EMP0898,3.0,5.0,2.0,4.0,High,Supportive manager
EMP0899,4.0,3.0,3.0,4.0,High,Excellent culture
EMP0900,3.0,3.0,3.0,2.0,Low,Need better leadership
EMP0901,2.0,,5.0,4.0,High,Excellent culture
